target_id,identification,round,target,interface,p_id,p_type,p_rank,name,uid,model,e,nclash,threshold,fnat,fnonnat,f1,dockq,lrms,irms,srms,ia,dL,thetaL,nchain,(seqid//),fIR_L,fIR_R,fOP_L,fOP_R,mrms_L,mrms_R,classification,main_classification,stars,clashes,low_id,md5
T231.1,AF_T231.M01,55,231,1,AF_,O,0,AF_T231.M01,-1,1,0,7,36,0.4348,0.4000,0.5042,0.5674,6.2645,1.1758,3.0072,856.2,6.09,27.66,0,(),0.8333,0.9000,0.1667,0.1000,0.6790,4.5331,acceptable,acceptable,1,0,0,(null)
T231.1,AF_T231.M02,55,231,1,AF_,O,0,AF_T231.M02,-1,2,0,10,36,0.4348,0.2778,0.5428,0.5447,6.3724,1.3319,3.2506,956.9,6.18,28.42,0,(),0.8333,0.9500,0.1667,0.2083,0.9228,4.6642,acceptable,acceptable,1,0,0,(null)
T231.1,AF_T231.M03,55,231,1,AF_,O,0,AF_T231.M03,-1,3,0,7,36,0.4783,0.2778,0.5755,0.5673,6.4517,1.2530,3.0807,870.7,6.27,27.50,0,(),0.8333,0.9500,0.1667,0.1364,0.9045,4.6338,acceptable,acceptable,1,0,0,(null)
T231.1,AF_T231.M04,55,231,1,AF_,O,0,AF_T231.M04,-1,4,0,8,36,0.3913,0.3158,0.4979,0.5365,6.4135,1.2736,3.2952,977.2,6.22,28.13,0,(),0.8333,0.9000,0.1667,0.1818,0.8624,4.7795,acceptable,acceptable,1,0,0,(null)
T231.1,AF_T231.M05,55,231,1,AF_,O,0,AF_T231.M05,-1,5,0,7,36,0.4348,0.2353,0.5544,0.5471,6.6219,1.2657,3.1296,915.7,6.44,28.72,0,(),0.8333,0.9500,0.1667,0.1739,0.8756,4.7759,acceptable,acceptable,1,0,0,(null)
T231.1,AF_T231.M06,55,231,1,AF_,O,0,AF_T231.M06,-1,6,0,11,36,0.3913,0.2941,0.5035,0.5448,5.8620,1.3151,3.3847,984.4,5.65,25.45,0,(),0.8333,0.9000,0.1667,0.2800,0.9317,4.6781,acceptable,acceptable,1,0,0,(null)
T231.1,AF_T231.M07,55,231,1,AF_,O,0,AF_T231.M07,-1,7,0,7,36,0.4783,0.2778,0.5755,0.5871,6.0075,1.1838,3.0570,853.3,5.84,26.21,0,(),0.8333,0.9000,0.1667,0.0526,0.6724,4.3176,acceptable,acceptable,1,0,0,(null)
T231.1,AF_T231.M08,55,231,1,AF_,O,0,AF_T231.M08,-1,8,0,8,36,0.4348,0.3333,0.5263,0.6556,1.5297,1.3208,3.2542,998.9,0.91,15.99,0,(),1.0000,0.9000,0.1429,0.2500,0.7808,1.0746,acceptable,acceptable,1,0,0,(null)
T231.1,AF_T231.M09,55,231,1,AF_,O,0,AF_T231.M09,-1,9,0,17,36,0.5217,0.3158,0.5920,0.6463,2.3178,1.5415,3.4541,982.8,1.41,25.40,0,(),1.0000,0.8000,0.1429,0.3333,1.2469,0.9602,acceptable,acceptable,1,0,0,(null)
T231.1,AF_T231.M10,55,231,1,AF_,O,0,AF_T231.M10,-1,10,0,14,36,0.4348,0.4211,0.4966,0.5619,5.8385,1.2987,3.3537,938.7,5.56,28.27,0,(),1.0000,0.7500,0.1429,0.3182,0.7255,4.4814,acceptable,acceptable,1,0,0,(null)
