target_id,identification,round,target,interface,p_id,p_type,p_rank,name,uid,model,e,nclash,threshold,fnat,fnonnat,f1,dockq,lrms,irms,srms,ia,dL,thetaL,nchain,(seqid//),fIR_L,fIR_R,fOP_L,fOP_R,mrms_L,mrms_R,classification,main_classification,stars,clashes,low_id,md5
T161.1,capri,48,161,1,T16,T,0,target,-1,1,0,33,79,1.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,6951.8,0.00,0.00,0,(),1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,high,high,3,0,0,(null)
T161.1,T161_P04.M01,48,161,1,P04,P,4,Huang,268,1,1,4,79,0.0333,0.8933,0.0504,0.0214,53.4418,18.5223,19.0381,2155.4,48.06,134.17,0,(),0.1429,0.1724,0.5862,0.5000,1.7572,1.6888,incorrect,incorrect,0,0,0,(null)
T161.1,T161_P04.M02,48,161,1,P04,P,4,Huang,268,2,1,10,79,0.0000,1.0000,0.0000,0.0137,46.8155,15.6213,16.7448,2761.5,38.87,148.81,0,(),0.0952,0.1149,0.7714,0.7143,1.7991,1.7130,incorrect,incorrect,0,0,0,(null)
T161.1,T161_P04.M03,48,161,1,P04,P,4,Huang,268,3,1,11,79,0.0250,0.9375,0.0356,0.0190,52.9144,18.2512,18.5931,2402.9,47.34,140.42,0,(),0.1667,0.2299,0.5484,0.3939,1.7548,1.7387,incorrect,incorrect,0,0,0,(null)
T161.1,T161_P04.M04,48,161,1,P04,P,4,Huang,268,4,1,10,79,0.0000,1.0000,0.0000,0.0161,42.3756,15.1767,16.1091,2547.6,38.57,96.28,0,(),0.1190,0.1724,0.7059,0.5714,1.7321,1.6984,incorrect,incorrect,0,0,0,(null)
T161.1,T161_P04.M05,48,161,1,P04,P,4,Huang,268,5,1,11,79,0.0000,1.0000,0.0000,0.0113,50.7934,18.2910,18.1473,2387.4,42.94,175.11,0,(),0.1310,0.1724,0.6562,0.5000,1.8287,1.7419,incorrect,incorrect,0,0,0,(null)
T161.1,T161_P04.M06,48,161,1,P04,P,4,Huang,268,6,1,28,79,0.0292,0.8939,0.0455,0.0207,52.0445,17.8083,19.1808,1807.1,47.48,117.40,0,(),0.1071,0.1379,0.6538,0.5385,1.6878,1.6056,incorrect,incorrect,0,0,0,(null)
T161.1,T161_P04.M07,48,161,1,P04,P,4,Huang,268,7,1,3,79,0.0292,0.8889,0.0460,0.0190,56.4125,19.5803,19.7624,1821.2,50.22,151.80,0,(),0.1071,0.1379,0.6087,0.4545,1.7508,1.6718,incorrect,incorrect,0,0,0,(null)
T161.1,T161_P04.M08,48,161,1,P04,P,4,Huang,268,8,1,4,79,0.0000,1.0000,0.0000,0.0117,50.1219,17.5390,18.0363,1882.7,42.20,169.34,0,(),0.0595,0.1034,0.8148,0.6667,1.8033,1.7250,incorrect,incorrect,0,0,0,(null)
T161.1,T161_P04.M09,48,161,1,P04,P,4,Huang,268,9,1,12,79,0.0000,1.0000,0.0000,0.0129,48.1847,16.2500,18.2324,1918.7,43.75,97.30,0,(),0.0119,0.0575,0.9630,0.8148,2.1269,2.0480,incorrect,incorrect,0,0,0,(null)
